,"LORAIN, OH",29641,0.118%,0.978%
,"LOUDOUN, VA",21406,0.229%,0.705%
,"CHESTERFIELD, VA",19513,0.2%,1.3%
,"LANCASTER, PA",16718,-,0.694%
,"WILLIAMSON, TX",20952,0.072%,0.888%
,"HENRICO, VA",19519,0.102%,1%
,"WARREN, OH",23304,0.15%,0.614%
,"DAUPHIN, PA",18057,-,0.93%
,"CUMBERLAND, PA",14926,-,0.864%
,"HAMILTON, TN",25229,0.143%,1.1%
,"ANDERSON, SC",22811,0.105%,1.7%
,"DESCHUTES, OR",15114,0.106%,0.834%
,"CLACKAMAS, OR",15620,0.237%,0.493%
,"CLERMONT, OH",19191,0.198%,0.646%
,"CASS, ND",24628,0.13%,0.629%
,"DELAWARE, OH",14232,-,0.52%
,"OKLAHOMA, OK",30042,0.083%,1.3%
,"STARK, OH",9568,-,0.543%
,"MCLENNAN, TX",22318,0.099%,1.8%
,"BRAZORIA, TX",22873,0.136%,0.957%
,"MONROE, PA",14624,0.109%,1.2%
,"BERKELEY, SC",20926,0.139%,0.951%
,"ELLIS, TX",17813,-,1.3%
,"LAKE, OH",16552,0.097%,0.822%
,"CHESAPEAKE CITY, VA",5905,-,1%
,"ERIE, PA",11631,-,1.5%
,"LEXINGTON, SC",16171,0.21%,0.965%
,"MINNEHAHA, SD",19425,0.088%,0.535%
,"MAHONING, OH",6462,-,1.1%
,"LICKING, OH",13152,-,0.958%
,"NEWPORT NEWS CITY, VA",13102,-,0.985%
,"GREENE, OH",17168,0.14%,0.99%
,"CHITTENDEN, VT",9621,0.197%,0.499%
,"JOHNSON, TX",22998,0.113%,1%
,"HORRY, SC",8628,0.278%,2.2%
,"ARLINGTON, VA",10466,0.105%,0.917%
,"SULLIVAN, TN",11165,0.179%,1.6%
,"NORFOLK CITY, VA",4169,-,1.1%
,"MEDINA, OH",12149,-,0.535%
,"WESTMORELAND, PA",3371,-,1.1%
,"RICHMOND CITY, VA",12981,0.1%,1.2%
,"SCHUYLKILL, PA",10176,-,1.4%
,"PICKENS, SC",12454,0.128%,1.5%
,"KAUFMAN, TX",12166,-,1.5%
,"MARION, OR",12599,0.325%,1%
,"BRAZOS, TX",16900,0.077%,1.2%
,"TRUMBULL, OH",6602,-,0.621%
,"CLARK, OH",12758,0.157%,0.964%
,"SMITH, TX",12205,-,1.3%
,"LEBANON, PA",10983,-,0.719%
,"PARKER, TX",18297,0.115%,0.71%
,"HAMPTON CITY, VA",7563,-,1.2%
,"MIAMI, OH",11342,0.212%,0.97%
,"ALBEMARLE, VA",8771,-,0.695%
,"GALVESTON, TX",9748,0.185%,0.8%
,"FLORENCE, SC",7781,0.231%,1.6%
,"RICHLAND, OH",8304,-,1.3%
,"FRANKLIN, PA",10221,-,1.5%
,"LUZERNE, PA",8890,-,0.866%
,"WOOD, OH",10687,0.122%,0.992%
,"FAIRFIELD, OH",4940,-,1%
,"WASHINGTON, TN",7641,-,1.3%
,"FAYETTE, PA",7363,-,1.6%
,"ADAMS, PA",7565,0.159%,1.5%
,"WASHINGTON, PA",5966,-,0.905%
,"PORTAGE, OH",7198,-,0.778%
,"ALEXANDRIA CITY, VA",8933,0.19%,0.728%
,"DAVIS, UT",11469,-,0.192%
,"DORCHESTER, SC",9707,0.206%,0.999%
,"BURLEIGH, ND",10808,0.12%,0.583%
,"YORK, SC",7263,-,0.633%
,"ROCKWALL, TX",4860,-,0.926%
,"JAMES CITY, VA",6477,-,1.4%
,"ALLEN, OH",8956,-,0.569%
,"HANOVER, VA",6254,-,1.2%
,"SUMTER, SC",7762,-,1.1%
,"SUFFOLK CITY, VA",4111,-,1.9%
,"GREENWOOD, SC",8037,-,2.1%
,"TUSCARAWAS, OH",5500,-,0.527%
,"RANDALL, TX",6910,-,0.854%
,"LACKAWANNA, PA",3469,-,0.836%
,"PROVIDENCE, RI",9412,-,1.7%
,"NUECES, TX",28279,0.085%,0.591%
,"BUTLER, PA",4185,-,0.645%
,"GRAND FORKS, ND",8687,-,0.518%
,"LANCASTER, SC",7705,-,1.4%
,"ROCKINGHAM, VA",6297,-,1.3%
,"UTAH, UT",13180,-,-
,"PORTSMOUTH CITY, VA",2755,-,2.3%
,"CARBON, PA",6064,-,1.9%
,"OCONEE, SC",5217,-,1.5%
,"FREDERICK, VA",5587,-,1.2%
,"GREENE, TN",6015,-,1.7%
,"ROGERS, OK",6292,-,1.3%
,"JACKSON, OR",5613,0.41%,0.926%
,"GEAUGA, OH",6718,-,0.506%
,"MARION, OH",6787,-,1.7%
,"KERSHAW, SC",5347,0.224%,1.7%
,"COOS, OR",4334,-,1.4%
,"WAYNE, OH",5239,-,0.363%
,"WAGONER, OK",6109,-,1.7%
,"WASHINGTON, VT",4391,-,0.911%
,"BRADFORD, PA",5957,-,1.2%
,"YORK, VA",4023,-,0.447%
,"PENNINGTON, SD",6700,0.164%,1.1%
,"HENDERSON, TX",5356,-,1.5%
,"ASHTABULA, OH",5431,-,1.8%
,"POTTER, TX",4766,-,1.7%
,"BELMONT, OH",4868,-,1.7%
,"CHEROKEE, SC",5697,-,3.2%
,"CREEK, OK",5533,-,1.7%
,"WASHINGTON, VA",3659,-,1.3%
,"LAURENS, SC",5999,-,1.9%
,"ORANGEBURG, SC",4776,-,2%
,"COLUMBIANA, OH",2326,-,1.4%
,"LINCOLN, SD",6337,-,0.363%
,"MUSKOGEE, OK",4475,-,2%
,"HAYS, TX",6480,-,0.988%
,"CORYELL, TX",6465,0.217%,1.4%
,"HAWKINS, TN",3995,-,2.7%
,"CULPEPER, VA",5610,-,1.2%
,"BEAUFORT, SC",5356,-,1.1%
,"CHARLOTTESVILLE CITY, VA",4238,-,0.566%
,"AUGUSTA, VA",4220,0.261%,0.782%
,"HUNT, TX",4309,-,0.812%
,"WINDSOR, VT",2905,-,0.688%
,"MADISON, TN",4840,-,1.5%
,"BEAVER, PA",2079,-,0.722%
,"HIDALGO, TX",16487,-,1.2%
,"ATHENS, OH",3189,-,0.596%
,"LANE, OR",6305,0.587%,0.682%
,"PICKAWAY, OH",2986,-,0.971%
,"LIBERTY, TX",9212,0.141%,1.2%
,"CARTER, TN",3410,-,1.7%
,"CRAWFORD, OH",4040,-,1.1%
,"FAUQUIER, VA",2785,-,0.682%
,"SANDUSKY, OH",4200,-,1.5%
,"CLEVELAND, OK",4892,0.266%,1.2%
,"GLOUCESTER, VA",2943,-,0.748%
,"SENECA, OH",3890,-,1.4%
,"WISE, VA",3416,-,2.2%
,"SHENANDOAH, VA",3555,-,1.2%
,"COLUMBIA, OR",3360,-,1.2%
,"FULTON, OH",3946,-,1.5%
,"MADISON, OH",2502,-,0.799%
,"DARLINGTON, SC",2378,0.463%,1.3%
,"HARRISONBURG CITY, VA",5207,-,1%
,"DARKE, OH",3661,-,1.1%
,"PREBLE, OH",3700,-,1.9%
,"WASHINGTON, TX",3673,-,1.8%
,"BURNET, TX",3433,-,1.4%
,"BROWN, OH",3772,-,0.716%
,"WILLIAMS, OH",3791,-,2%
,"CLINTON, OH",3932,-,0.738%
,"MAYES, OK",3670,-,1.7%
,"LYNCHBURG CITY, VA",2044,-,1.2%
,"ERIE, OH",3595,-,0.974%
,"DEFIANCE, OH",3888,-,1.5%
,"ISLE OF WIGHT, VA",1692,-,1.3%
,"UNION, OH",2751,-,0.8%
,"ASHLAND, OH",2147,-,0.978%
,"ADDISON, VT",2674,-,0.636%
,"PERRY, PA",2291,-,1.1%
,"STARK, ND",5006,-,0.619%
,"TOOELE, UT",4656,-,0.301%
,"BRADLEY, TN",4690,-,0.959%
,"WASHINGTON, RI",1234,-,0.891%
,"NEWPORT, RI",869,-,-
,"STAFFORD, VA",3595,-,1.1%
,"WEBER, UT",4525,-,-
,"LOUISA, VA",2406,-,1%
,"MORTON, ND",3887,-,0.849%
,"YAMHILL, OR",2636,-,0.645%
,"TIPTON, TN",3043,-,0.624%
,"JEFFERSON, TX",6108,0.475%,1.3%
,"ORANGE, VA",3366,-,1.2%
,"GRAYSON, TX",2594,-,1.3%
,"WARREN, VA",3073,-,1.3%
,"HURON, OH",2880,-,0.868%
,"PIKE, PA",1730,-,0.694%
,"WARD, ND",3218,0.373%,0.373%
,"MALHEUR, OR",3199,-,2%
,"WINDHAM, VT",1342,-,-
,"HALIFAX, VA",2613,-,1.7%
,"BASTROP, TX",5230,-,1.6%
,"MANASSAS CITY, VA",3744,-,1.5%
,"PETERSBURG CITY, VA",2483,-,2.7%
,"MERCER, PA",1074,-,2.5%
,"CROOK, OR",2562,-,0.742%
,"SMYTH, VA",2084,-,1.7%
,"ACCOMACK, VA",2264,-,0.486%
,"OTTAWA, OH",2465,-,1.3%
,"HOOD, TX",5354,-,0.579%
,"AUGLAIZE, OH",2752,-,0.836%
,"WOOD, TX",2236,-,1.6%
,"OKMULGEE, OK",2495,-,2.5%
,"UNION, SC",2596,-,2.9%
,"WISE, TX",4328,-,0.67%
,"CHAMPAIGN, OH",2803,-,1.1%
,"FLUVANNA, VA",1902,-,1.2%
,"HIGHLAND, OH",2461,-,1.1%
,"RUTLAND, VT",2272,-,1%
,"ROSS, OH",733,-,-
,"VAN ZANDT, TX",1880,-,0.851%
,"FRANKLIN, VT",2085,-,0.911%
,"CANADIAN, OK",4149,-,1.5%
,"SHELBY, OH",3287,-,0.639%
,"PUTNAM, OH",2941,-,0.68%
,"AIKEN, SC",2549,-,1.2%
,"SPOTSYLVANIA, VA",3364,0.535%,1.5%
,"CHAMBERS, TX",4150,-,1.1%
,"CHESTER, SC",2314,-,3.1%
,"LINN, OR",2433,0.863%,0.904%
,"FAIRFAX CITY, VA",2365,-,0.507%
,"JEFFERSON, OR",2506,-,0.798%
,"CHEROKEE, TX",4092,-,1.5%
,"WASHINGTON, OH",1445,-,0.761%
,"MARION, SC",2279,-,2.2%
,"OBION, TN",1837,-,0.871%
,"TIOGA, PA",2186,-,0.915%
,"MECKLENBURG, VA",1895,-,1.9%
,"PITTSBURG, OK",2773,-,2.1%
,"MORROW, OH",1939,-,0.98%
,"DOUGLAS, OR",1691,0.769%,0.946%
,"COMAL, TX",1490,-,1.4%
,"RUSK, TX",2949,-,1.1%
,"RUSSELL, VA",1940,-,1.7%
,"ARMSTRONG, PA",264,-,-
,"CLARENDON, SC",1597,-,1.8%
,"KNOX, OH",798,-,1.4%
,"BEDFORD, VA",1150,-,1.7%
,"SUMMIT, UT",1330,-,-
,"CHESTERFIELD, SC",1893,-,2.9%
,"LUBBOCK, TX",2653,-,1.3%
,"BROWN, SD",2781,-,0.539%
,"ERATH, TX",3468,-,0.894%
,"GREENE, PA",2523,-,1.2%
,"HANCOCK, OH",1703,-,0.998%
,"CARROLL, TN",1994,-,2.8%
,"HARDIN, OH",2158,-,1.3%
,"GEORGETOWN, SC",1475,-,1.8%
,"PAGE, VA",2004,-,1.7%
,"ORANGE, VT",1460,-,0.89%
,"STUTSMAN, ND",2193,-,0.775%
,"DYER, TN",1944,-,1%
,"NEW KENT, VA",1826,-,1.5%
,"WALLER, TX",3413,-,1.1%
,"HENRY, OH",2383,-,1%
,"DILLON, SC",2152,-,2.7%
,"LLANO, TX",1685,-,2.1%
,"CAMERON, TX",4249,-,1.4%
,"MILAM, TX",2153,-,1.7%
,"NEWBERRY, SC",1486,-,1.1%
,"SEQUOYAH, OK",1788,-,3%
,"POWHATAN, VA",1162,-,1.6%
,"ABBEVILLE, SC",1907,-,2%
,"DAVIDSON, TN",493,-,-
,"JEFFERSON, OH",1664,-,1.2%
,"GIBSON, TN",1546,-,1.1%
,"LOGAN, OH",1084,-,1.2%
,"WEAKLEY, TN",1187,-,1.9%
,"WILLIAMSBURG, SC",1239,-,3%
,"GRIMES, TX",2427,-,1.5%
,"LAMPASAS, TX",1761,-,1.3%
,"LEE, VA",1653,-,1.9%
,"HILL, TX",2207,-,1%
,"SUSQUEHANNA, PA",1186,-,-
,"TAZEWELL, VA",1152,-,0.955%
,"CODINGTON, SD",2359,-,0.466%
,"GOOCHLAND, VA",1048,-,-
,"LE FLORE, OK",1521,-,1.8%
,"NAVARRO, TX",1211,-,1.8%
,"GREENE, VA",1553,-,1.4%
,"FAYETTE, TN",778,-,-
,"COOKE, TX",3055,-,0.818%
,"LAWRENCE, PA",624,-,-
,"FAIRFIELD, SC",1407,-,2.7%
,"WAYNESBORO CITY, VA",2375,-,0.8%
,"SCOTT, VA",1330,-,2.4%
,"ADAMS, OH",1744,-,1.1%
,"PRINCE GEORGE, VA",1774,-,1.8%
,"MUSKINGUM, OH",530,-,-
,"BENTON, OR",1395,-,-
,"BAKER, OR",1341,-,1.6%
,"AUSTIN, TX",2338,-,1.1%
,"CAMPBELL, VA",1024,-,1.2%
,"WYANDOT, OH",1787,-,1.1%
,"WAYNE, PA",677,-,-
,"CRAWFORD, PA",580,-,-
,"WILLIAMS, ND",2338,-,0.813%
,"PAYNE, OK",1529,-,1.5%
,"WEBB, TX",3822,-,1.4%
,"WALKER, TX",2502,-,0.879%
,"RICHLAND, ND",1834,-,1.3%
,"COLONIAL HEIGHTS CITY, VA",1259,-,2.1%
,"DINWIDDIE, VA",1287,-,1.8%
,"PANOLA, TX",1805,-,2.2%
,"WASHINGTON, OK",1350,-,1%
,"KLAMATH, OR",4385,-,0.753%
,"LAMOILLE, VT",910,-,-
,"KING WILLIAM, VA",1416,-,1.6%
,"TILLAMOOK, OR",1137,-,-
,"HOOD RIVER, OR",1562,-,-
,"MARION, TN",1125,-,1.2%
,"STAUNTON CITY, VA",2188,-,0.914%
,"JOHNSON, TN",1018,-,3.8%
,"PITTSYLVANIA, VA",651,-,-
,"GUADALUPE, TX",1333,-,1.9%
,"COLLETON, SC",1422,-,0.844%
,"WASCO, OR",1339,-,1%
,"NELSON, VA",998,-,-
,"BROOKINGS, SD",1715,-,-
,"CALEDONIA, VT",751,-,1.9%
,"AMHERST, VA",857,-,2.2%
,"UNICOI, TN",1011,-,2.5%
,"MERCER, OH",1900,-,-
,"GREGG, TX",1261,-,1.1%
,"ANDERSON, TX",1414,-,0.99%
,"WHARTON, TX",1288,-,1.4%
,"LINCOLN, OR",914,-,-
,"CARROLL, OH",989,-,-
,"MCKENZIE, ND",2273,-,0.748%
,"FAYETTE, OH",991,-,1.1%
,"LAWRENCE, OH",1771,-,0.847%
,"MCINTOSH, OK",1041,-,3.1%
,"BRISTOL CITY, VA",1032,-,2.3%
,"MEADE, SD",1663,-,0.722%
,"CHEROKEE, OK",882,-,2.4%
,"SOUTHAMPTON, VA",605,-,1.8%
,"SALUDA, SC",1332,-,1.7%
,"GREENSVILLE, VA",1014,-,3%
,"BURLESON, TX",1476,-,1.2%
,"POLK, OR",1443,0.762%,-
,"HOPEWELL CITY, VA",1008,-,1.8%
,"CRAIG, OK",1172,-,2.4%
,"SEQUATCHIE, TN",1430,-,2.3%
,"POLK, TX",1436,-,-
,"LAUDERDALE, TN",1253,-,1.5%
,"LANCASTER, VA",768,-,2.6%
,"SAN PATRICIO, TX",4764,-,0.609%
,"VAN WERT, OH",1195,-,0.921%
,"SCIOTO, OH",416,-,-
,"HOCKING, OH",622,-,-
,"ORLEANS, VT",705,-,-
,"DICKENSON, VA",955,-,3.6%
,"KNOX, TN",501,-,-
,"MCNAIRY, TN",438,-,-
,"LAWRENCE, SD",1188,-,-
,"PAULDING, OH",1369,-,0.95%
,"CLATSOP, OR",676,-,-
,"UNION, SD",1435,-,0.906%
,"NORTHUMBERLAND, VA",760,-,1.8%
,"CLARKE, VA",843,-,-
,"WINCHESTER CITY, VA",952,-,-
,"EDGEFIELD, SC",851,-,-
,"VICTORIA, TX",2576,-,1.3%
,"RAMSEY, ND",1404,-,-
,"MIDDLESEX, VA",821,-,-
,"WALSH, ND",1328,-,1.3%
,"WARREN, PA",225,-,-
,"MADISON, VA",1030,-,1.2%
,"CLAY, SD",1022,-,-
,"MONTGOMERY, VA",514,-,-
,"CAROLINE, VA",1186,-,1.4%
,"MARLBORO, SC",833,-,2.9%
,"PERRY, OH",524,-,-
,"BRUNSWICK, VA",828,-,2.2%
,"POQUOSON CITY, VA",600,-,-
,"TAYLOR, TX",1359,-,1.3%
,"RHEA, TN",1574,-,1.3%
,"KENDALL, TX",639,-,-
,"BARNES, ND",1002,-,-
,"ESSEX, VA",889,-,1.3%
,"HARRISON, OH",707,-,3%
,"DANVILLE CITY, VA",549,-,2%
,"RICHMOND, VA",967,-,1.4%
,"BUCKINGHAM, VA",655,-,-
,"FALLS, TX",1312,-,1.4%
,"FALLS CHURCH CITY, VA",766,-,-
,"BUCHANAN, VA",598,-,-
,"WYTHE, VA",379,-,-
,"NORTHAMPTON, VA",536,-,-
,"BOWIE, TX",1083,-,-
,"WESTMORELAND, VA",771,-,1.7%
,"FRANKLIN CITY, VA",781,-,1.9%
,"CAMP, TX",941,-,2.2%
,"BOSQUE, TX",1175,-,1.6%
,"CALHOUN, SC",928,-,1.3%
,"CACHE, UT",1349,-,-
,"ROBERTSON, TX",1298,-,1.9%
,"PAWNEE, OK",913,-,3.2%
,"LIMESTONE, TX",1180,-,1.9%
,"KENT, RI",429,-,-
,"ORANGE, TX",1969,-,0.914%
,"WASHINGTON, UT",957,-,-
,"MONTGOMERY, TN",441,-,-
,"GUERNSEY, OH",205,-,-
,"BENNINGTON, VT",781,-,-
,"MONROE, OH",727,-,-
,"DELAWARE, OK",702,-,2.1%
,"WILLIAMSBURG CITY, VA",813,-,1.4%
,"ANGELINA, TX",1561,-,1.3%
,"WICHITA, TX",1378,-,1.7%
,"MEIGS, OH",457,-,-
,"WYOMING, PA",652,-,-
,"COSHOCTON, OH",326,-,-
,"LEE, SC",556,-,2%
,"HENDERSON, TN",412,-,-
,"CALDWELL, TX",1673,-,1.7%
,"BRISTOL, RI",344,-,-
,"NOTTOWAY, VA",555,-,3.1%
,"CURRY, OR",470,-,-
,"MATHEWS, VA",555,-,-
,"MERCER, ND",966,-,-
,"MCCORMICK, SC",374,-,-
,"HARDEMAN, TN",508,-,-
,"HENRY, VA",467,-,-
,"TITUS, TX",887,-,1.5%
,"TRAILL, ND",930,-,-
,"ROBERTS, SD",1250,-,1%
,"PALO PINTO, TX",1545,-,-
,"FULTON, PA",633,-,2.4%
,"BLEDSOE, TN",813,-,3.1%
,"HOPKINS, TX",456,-,-
,"MATAGORDA, TX",946,-,1.3%
,"FANNIN, TX",605,-,-
,"OSAGE, OK",822,-,1.7%
,"RUTHERFORD, TN",212,-,-
,"UPSHUR, TX",645,-,-
,"ATASCOSA, TX",851,-,1.9%
,"AMELIA, VA",489,-,-
,"HARDIN, TX",1564,-,0.767%
,"ROLETTE, ND",914,-,1.2%
,"HENRY, TN",571,-,3%
,"LINCOLN, OK",931,-,2%
,"BENTON, TN",590,-,2.4%
,"INDIANA, PA",119,-,-
,"BAMBERG, SC",683,-,3.2%
,"UMATILLA, OR",945,-,-
,"PRINCE EDWARD, VA",419,-,-
,"OTTAWA, OK",523,-,-
,"LEON, TX",932,-,-
,"TURNER, SD",792,-,-
,"HARNEY, OR",671,-,-
,"WASATCH, UT",638,-,-
,"PEMBINA, ND",750,-,-
,"COMANCHE, OK",1065,1.2%,-
,"MEDINA, TX",641,-,-
,"JOSEPHINE, OR",626,1.8%,-
,"SUSSEX, VA",407,-,-
,"JACKSON, OH",194,-,-
,"LUNENBURG, VA",542,-,-
,"HUTCHINSON, TX",395,-,-
,"EL PASO, TX",830,-,-
,"CHESTER, TN",386,-,-
,"WALLOWA, OR",559,-,-
,"APPOMATTOX, VA",418,-,-
,"UNION, OR",485,-,-
,"POTTAWATOMIE, OK",877,-,1.5%
,"FREESTONE, TX",712,-,-
,"CHARLOTTE, VA",493,-,-
,"HOLMES, OH",534,-,-
,"NACOGDOCHES, TX",935,-,-
,"JIM WELLS, TX",2591,-,0.926%
,"MIDLAND, TX",1233,-,-
,"DAVISON, SD",947,-,-
,"MCLEAN, ND",630,-,-
,"OKFUSKEE, OK",644,-,2.3%
,"LAMAR, TX",315,-,-
,"SOMERSET, PA",289,-,-
,"PIKE, OH",191,-,-
,"TOM GREEN, TX",1081,-,-
,"KING AND QUEEN, VA",484,-,-
,"CAMBRIA, PA",146,-,-
,"WILLIAMSON, TN",273,-,-
,"GRAND ISLE, VT",330,-,-
,"SAN JACINTO, TX",943,-,-
,"HARDIN, TN",141,-,-
,"LOGAN, OK",740,-,-
,"BOX ELDER, UT",767,-,-
,"HASKELL, OK",635,-,3.5%
,"HAYWOOD, TN",416,-,-
,"CARROLL, VA",211,-,-
,"BARNWELL, SC",507,-,-
,"HAMPTON, SC",639,-,2%
,"TRIPP, SD",672,-,-
,"CHARLES CITY, VA",471,-,-
,"BLANCO, TX",421,-,-
,"FAYETTE, TX",392,-,-
,"GRAY, TX",426,-,-
,"LEE, TX",492,-,-
,"ROCKBRIDGE, VA",632,-,-
,"MCMINN, TN",583,-,3.3%
,"JASPER, SC",691,-,-
,"VENANGO, PA",133,-,-
,"NORTHUMBERLAND, PA",304,-,-
,"RANSOM, ND",523,-,-
,"WILSON, TX",472,-,-
,"SURRY, VA",305,-,-
,"CROCKETT, TN",448,-,-
,"GALLIA, OH",224,-,-
,"ROANOKE, VA",300,-,-
,"COLORADO, TX",565,-,-
,"DAY, SD",498,-,-
,"BEADLE, SD",528,-,-
,"GRADY, OK",643,-,-
,"BENSON, ND",806,-,-
,"HAMLIN, SD",924,-,-
,"KING GEORGE, VA",618,-,-
,"MANASSAS PARK CITY, VA",256,-,-
,"DEAF SMITH, TX",441,-,-
,"NORTON CITY, VA",490,-,2.2%
,"MOUNTRAIL, ND",639,-,2.3%
,"MORROW, OR",506,-,-
,"CUMBERLAND, VA",432,-,2.8%
,"BRULE, SD",543,-,2.2%
,"MADISON, TX",765,-,1.4%
,"MCCLAIN, OK",584,-,-
,"UINTAH, UT",373,-,-
,"BUTTE, SD",648,-,-
,"MONTAGUE, TX",667,-,-
,"MOORE, TX",529,-,-
,"CARTER, OK",501,-,-
,"LAKE, SD",424,-,-
,"BLOUNT, TN",115,-,-
,"GRANT, OR",313,-,-
,"SUMNER, TN",130,-,-
,"COMANCHE, TX",802,-,-
,"JUNIATA, PA",191,-,-
,"MORRIS, TX",366,-,-
,"ROANOKE CITY, VA",305,-,-
,"HOUSTON, TX",586,-,-
,"HANCOCK, TN",321,-,5.3%
,"FREDERICKSBURG CITY, VA",516,-,-
,"HAMBLEN, TN",282,-,-
,"VINTON, OH",225,-,-
,"PULASKI, VA",169,-,-
,"HUGHES, SD",272,-,-
,"RAINS, TX",202,-,-
,"PATRICK, VA",118,-,-
,"RAPPAHANNOCK, VA",235,-,-
,"LATIMER, OK",464,-,3.4%
,"CUSTER, SD",315,-,-
,"COLUMBIA, PA",179,-,-
,"COCKE, TN",259,-,-
,"MAVERICK, TX",776,-,-
,"YANKTON, SD",429,-,-
,"DICKEY, ND",462,-,-
,"ECTOR, TX",859,-,-
,"LAMOURE, ND",462,-,-
,"POLK, TN",543,-,-
,"JASPER, TX",757,-,2.5%
,"ADAIR, OK",608,-,-
,"SHELBY, TX",557,-,2.2%
,"SAN SABA, TX",364,-,3.8%
,"CENTRE, PA",102,-,-
,"MARTINSVILLE CITY, VA",219,-,-
,"BRYAN, OK",266,-,-
,"DUNN, ND",516,-,-
,"KAY, OK",295,-,-
,"CAVALIER, ND",432,-,-
,"CADDO, OK",420,-,-
,"PIERCE, ND",344,-,-
,"SARGENT, ND",380,-,-
,"DEUEL, SD",456,-,-
,"KLEBERG, TX",1433,-,-
,"FRANKLIN, VA",162,-,-
,"CASS, TX",372,-,-
,"FALL RIVER, SD",348,-,-
,"LAKE, OR",242,-,-
,"EASTLAND, TX",486,-,-
,"TODD, SD",711,-,2.1%
,"HARRISON, TX",426,-,-
,"MCCURTAIN, OK",227,-,-
,"KERR, TX",246,-,-
,"ARANSAS, TX",978,-,-
,"BROWN, TX",451,-,-
,"GRAYSON, VA",108,-,-
,"CLARION, PA",31,-,-
,"WILSON, TN",118,-,-
,"MCCOOK, SD",455,-,-
,"HAMILTON, TX",369,-,-
,"GARFIELD, OK",392,-,-
,"NELSON, ND",269,-,-
,"BEE, TX",1220,-,1.2%
,"LYCOMING, PA",188,-,-
,"BLAIR, PA",72,-,-
,"BANDERA, TX",143,-,-
,"CLARK, SD",426,-,-
,"MCHENRY, ND",283,-,-
,"POTTER, PA",185,-,-
,"IRON, UT",392,-,-
,"HUNTINGDON, PA",137,-,-
,"HUGHES, OK",316,-,3.8%
,"DECATUR, TN",126,-,-
,"MCKEAN, PA",59,-,-
,"SOMERVELL, TX",383,-,-
,"MEIGS, TN",384,-,-
,"NOWATA, OK",283,-,-
,"GRUNDY, TN",374,-,-
,"VAL VERDE, TX",343,-,-
,"ANDERSON, TN",80,-,-
,"MORGAN, OH",124,-,-
,"LAKE, TN",213,-,-
,"TRINITY, TX",374,-,-
,"SULLIVAN, PA",174,-,-
,"FOSTER, ND",322,-,-
,"LEXINGTON CITY, VA",436,-,-
,"FRANKLIN, TX",226,-,-
,"LAVACA, TX",359,-,-
