"","year","geography","grade","N","vax","value","percent_surveyed"
"188","2013-14","Arizona","Kindergarten",89606,"full_exempt","4.9",NA
"189","2014-15","Arizona","Kindergarten",86153,"full_exempt","4.8",NA
"190","2015-16","Arizona","Kindergarten",83088,"full_exempt","4.7",NA
"191","2016-17","Arizona","Kindergarten",83627,"personal_exempt","4.9",NA
"192","2017-18","Arizona","Kindergarten",81710,"personal_exempt","5.3",NA
"193","2018-19","Arizona","Kindergarten",79981,"personal_exempt","5.9",NA
"194","2019-20","Arizona","Kindergarten",83976,"personal_exempt","5.4",NA
"195","2020-21","Arizona","Kindergarten",76382,"personal_exempt","5.4",93.4
"196","2021-22","Arizona","Kindergarten",83463,"personal_exempt","6.5",97
"197","2009-10","Arizona","Kindergarten",89287,"full_exempt","3.0",NA
"198","2010-11","Arizona","Kindergarten",NA,"full_exempt",NA,NA
"199","2021-22","Arizona","Kindergarten",83463,"full_exempt","6.8",97
"200","2016-17","Arizona","Kindergarten",83627,"full_exempt","5.1",NA
"201","2017-18","Arizona","Kindergarten",81710,"full_exempt","5.8",NA
"202","2013-14","Arizona","Kindergarten",89606,"personal_exempt","4.7",NA
"203","2014-15","Arizona","Kindergarten",86153,"personal_exempt","4.6",NA
"204","2015-16","Arizona","Kindergarten",83088,"personal_exempt","4.5",NA
"205","2009-10","Arizona","Kindergarten",89287,"personal_exempt","2.8",NA
"206","2010-11","Arizona","Kindergarten",NA,"personal_exempt",NA,NA
"207","2011-12","Arizona","Kindergarten",88293,"personal_exempt","3.5",NA
"208","2012-13","Arizona","Kindergarten",90054,"personal_exempt","3.9",NA
"209","2009-10","Arizona","Kindergarten",89287,"medical_exempt","0.2",NA
"210","2010-11","Arizona","Kindergarten",NA,"medical_exempt",NA,NA
"211","2011-12","Arizona","Kindergarten",88293,"medical_exempt","0.3",NA
"212","2012-13","Arizona","Kindergarten",90054,"medical_exempt","0.3",NA
"213","2013-14","Arizona","Kindergarten",89606,"medical_exempt","0.2",NA
"214","2014-15","Arizona","Kindergarten",86153,"medical_exempt","0.1",NA
"215","2015-16","Arizona","Kindergarten",83088,"medical_exempt","0.2",NA
"216","2016-17","Arizona","Kindergarten",83627,"medical_exempt","0.2",NA
"217","2017-18","Arizona","Kindergarten",81710,"medical_exempt","0.5",NA
"218","2018-19","Arizona","Kindergarten",79981,"medical_exempt","0.1",NA
"219","2019-20","Arizona","Kindergarten",83976,"medical_exempt","0.2",NA
"220","2020-21","Arizona","Kindergarten",76382,"medical_exempt","0.1",93.4
"221","2021-22","Arizona","Kindergarten",83463,"medical_exempt","0.4",97
"222","2022-23","Arizona","Kindergarten",80814,"personal_exempt","7.4",97.7
"223","2022-23","Arizona","Kindergarten",80814,"full_exempt","7.4",97.7
"224","2022-23","Arizona","Kindergarten",80814,"medical_exempt","0.1",97.7
"225","2021-22","Washington","Kindergarten",87256,"full_exempt","3.7",97.3
"226","2016-17","Washington","Kindergarten",87142,"full_exempt","4.8",NA
"227","2017-18","Washington","Kindergarten",85118,"full_exempt","4.7",NA
"228","2018-19","Washington","Kindergarten",87510,"full_exempt","5.0",NA
"229","2020-21","Washington","Kindergarten",74931,"full_exempt","3.3",100
"230","2019-20","Washington","Kindergarten",87757,"full_exempt","4.6",91.9
"231","2023-24","Washington","Kindergarten",84053,"full_exempt","4.8",97.2
"232","2023-24","Washington","Kindergarten",84053,"medical_exempt","0.4",97.2
"233","2023-24","Washington","Kindergarten",84053,"personal_exempt","3.9",97.2
"234","2012-13","Washington","Kindergarten",87773,"full_exempt","4.6",NA
"235","2013-14","Washington","Kindergarten",89165,"full_exempt","4.7",NA
"236","2014-15","Washington","Kindergarten",88809,"full_exempt","4.6",NA
"237","2015-16","Washington","Kindergarten",86492,"full_exempt","4.5",NA
"238","2011-12","Washington","Kindergarten",85134,"full_exempt","4.7",NA
"239","2010-11","Washington","Kindergarten",NA,"full_exempt",NA,NA
"240","2020-21","Washington","Kindergarten",74931,"personal_exempt","2.1",100
"241","2019-20","Washington","Kindergarten",87757,"personal_exempt","5.0",NA
"242","2018-19","Washington","Kindergarten",87510,"personal_exempt","4.5",NA
"243","2017-18","Washington","Kindergarten",85118,"personal_exempt","3.9",NA
"244","2021-22","Washington","Kindergarten",87256,"personal_exempt","2.5",97.3
"245","2009-10","Washington","Kindergarten",81511,"full_exempt","6.2",NA
"246","2009-10","Washington","Kindergarten",81511,"medical_exempt","0.4",NA
"247","2011-12","Washington","Kindergarten",85134,"medical_exempt","0.5",NA
"248","2010-11","Washington","Kindergarten",NA,"medical_exempt",NA,NA
"249","2012-13","Washington","Kindergarten",87773,"medical_exempt","1.2",NA
"250","2013-14","Washington","Kindergarten",89165,"medical_exempt","1.2",NA
"251","2016-17","Washington","Kindergarten",87142,"personal_exempt","4.0",NA
"252","2013-14","Washington","Kindergarten",89165,"personal_exempt","3.6",NA
"253","2014-15","Washington","Kindergarten",88809,"personal_exempt","3.5",NA
"254","2015-16","Washington","Kindergarten",86492,"personal_exempt","3.6",NA
"255","2009-10","Washington","Kindergarten",81511,"personal_exempt","5.7",NA
"256","2010-11","Washington","Kindergarten",NA,"personal_exempt",NA,NA
"257","2011-12","Washington","Kindergarten",85134,"personal_exempt","4.2",NA
"258","2012-13","Washington","Kindergarten",87773,"personal_exempt","3.5",NA
"259","2021-22","Washington","Kindergarten",87256,"medical_exempt","0.5",97.3
"260","2014-15","Washington","Kindergarten",88809,"medical_exempt","1.2",NA
"261","2015-16","Washington","Kindergarten",86492,"medical_exempt","1.0",NA
"262","2016-17","Washington","Kindergarten",87142,"medical_exempt","0.9",NA
"263","2017-18","Washington","Kindergarten",85118,"medical_exempt","0.7",NA
"264","2018-19","Washington","Kindergarten",87510,"medical_exempt","0.8",NA
"265","2019-20","Washington","Kindergarten",87757,"medical_exempt","0.7",NA
"266","2020-21","Washington","Kindergarten",74931,"medical_exempt","0.5",100
"267","2019-20","Nevada","Kindergarten",37724,"full_exempt","4.0",NA
"268","2020-21","Nevada","Kindergarten",34171,"full_exempt","4.4",94.7
"269","2018-19","Nevada","Kindergarten",37971,"full_exempt","3.3",NA
"270","2021-22","Nevada","Kindergarten",36855,"full_exempt","4.8",99.2
"271","2009-10","Nevada","Kindergarten",35209,"personal_exempt","1.0",NA
"272","2010-11","Nevada","Kindergarten",NA,"personal_exempt",NA,NA
"273","2011-12","Nevada","Kindergarten",36557,"personal_exempt","1.5",NA
"274","2012-13","Nevada","Kindergarten",36070,"personal_exempt","1.8",NA
"275","2015-16","Nevada","Kindergarten",37118,"personal_exempt","1.9",NA
"276","2013-14","Nevada","Kindergarten",35782,"personal_exempt","2.0",NA
"277","2014-15","Nevada","Kindergarten",36755,"personal_exempt","1.1",NA
"278","2014-15","Nevada","Kindergarten",36755,"medical_exempt","0.3",NA
"279","2015-16","Nevada","Kindergarten",37118,"medical_exempt","0.1",NA
"280","2016-17","Nevada","Kindergarten",36885,"medical_exempt","0.1",NA
"281","2017-18","Nevada","Kindergarten",37178,"medical_exempt","0.1",NA
"282","2019-20","Nevada","Kindergarten",37724,"medical_exempt","0.5",NA
"283","2018-19","Nevada","Kindergarten",37971,"medical_exempt","0.2",NA
"284","2020-21","Nevada","Kindergarten",34171,"medical_exempt","0.8",94.7
"285","2021-22","Nevada","Kindergarten",36855,"medical_exempt","0.4",99.2
"286","2009-10","Nevada","Kindergarten",35209,"medical_exempt","1.0",NA
"287","2010-11","Nevada","Kindergarten",NA,"medical_exempt",NA,NA
"288","2011-12","Nevada","Kindergarten",36557,"medical_exempt","0.2",NA
"289","2012-13","Nevada","Kindergarten",36070,"medical_exempt","0.7",NA
"290","2013-14","Nevada","Kindergarten",35782,"medical_exempt","0.1",NA
"291","2011-12","Nevada","Kindergarten",36557,"full_exempt","1.8",NA
"292","2010-11","Nevada","Kindergarten",NA,"full_exempt",NA,NA
"293","2016-17","Nevada","Kindergarten",36885,"personal_exempt","4.3",NA
"294","2016-17","Nevada","Kindergarten",36885,"full_exempt","4.4",NA
"295","2017-18","Nevada","Kindergarten",37178,"full_exempt","3.2",NA
"296","2022-23","Nevada","Kindergarten",34333,"full_exempt","5.6",89.1
"297","2022-23","Nevada","Kindergarten",34333,"personal_exempt","5.2",89.1
"298","2022-23","Nevada","Kindergarten",34333,"medical_exempt","0.4",89.1
"299","2023-24","Nevada","Kindergarten",31261,"full_exempt","7.1",91.3
"300","2023-24","Nevada","Kindergarten",31261,"medical_exempt","0.9",91.3
"301","2023-24","Nevada","Kindergarten",31261,"personal_exempt","6.2",91.3
"302","2021-22","Nevada","Kindergarten",36855,"personal_exempt","4.4",99.2
"303","2009-10","Nevada","Kindergarten",35209,"full_exempt","2.0",NA
"304","2017-18","Nevada","Kindergarten",37178,"personal_exempt","3.1",NA
"305","2018-19","Nevada","Kindergarten",37971,"personal_exempt","3.2",NA
"306","2020-21","Nevada","Kindergarten",34171,"personal_exempt","3.6",94.7
"307","2019-20","Nevada","Kindergarten",37724,"personal_exempt","3.5",NA
"308","2012-13","Nevada","Kindergarten",36070,"full_exempt","2.5",NA
"309","2013-14","Nevada","Kindergarten",35782,"full_exempt","2.0",NA
"310","2014-15","Nevada","Kindergarten",36755,"full_exempt","1.3",NA
"311","2015-16","Nevada","Kindergarten",37118,"full_exempt","2.0",NA
